BGIBMGA008184	XP_012543771.1
BGIBMGA012489	XP_012544038.1
BGIBMGA004093	XP_012549754.1
BGIBMGA009524	XP_004922844.1
BGIBMGA007304	NP_001037285.1
BGIBMGA009280	XP_012551339.1
BGIBMGA004034	NP_001127738.1
BGIBMGA000866	NP_001037686.1
BGIBMGA006897	XP_004923246.1
BGIBMGA009235	XP_012551489.1
BGIBMGA002322	XP_012546979.1
BGIBMGA009792	NP_001040247.1
BGIBMGA001023	XP_004928023.1
BGIBMGA008197	XP_012543806.1
BGIBMGA005736	XP_012546401.1
BGIBMGA010963	XP_012545264.1
BGIBMGA008480	XP_004931370.2
BGIBMGA002044	XP_004932790.2
BGIBMGA011393	XP_012549748.1
BGIBMGA004026	XP_004922491.1
BGIBMGA013347	XP_012546212.1
BGIBMGA013015	XP_004928929.1
BGIBMGA008232	XP_012546374.1
BGIBMGA012932	XP_012548270.1
BGIBMGA010212	XP_012550252.1
BGIBMGA012123	XP_004932948.1
BGIBMGA007259	NP_001040432.1
BGIBMGA001973	XP_004933512.1
BGIBMGA009146	XP_012545703.1
BGIBMGA003102	XP_004931037.1
BGIBMGA005766	XP_004923878.1
BGIBMGA003206	XP_004933957.2
BGIBMGA000269	NP_001036863.1
BGIBMGA012237	XP_004933226.1
BGIBMGA005176	XP_004921882.1
BGIBMGA009133	XP_012545698.1
BGIBMGA000730	XP_004929925.1
BGIBMGA002191	XP_012544366.1
BGIBMGA012328	XP_012551796.1
BGIBMGA002860	XP_012546823.1
BGIBMGA009429	XP_012546988.1
BGIBMGA005867	XP_004926930.1
BGIBMGA005485	XP_004932179.1
BGIBMGA011950	XP_004924205.1
BGIBMGA005587	XP_012545646.1
BGIBMGA005778	XP_004923867.1
BGIBMGA001106	NP_001037223.1
BGIBMGA006365	XP_012549638.1
BGIBMGA004498	NP_001093286.1
BGIBMGA005023	XP_004921871.1
BGIBMGA014202	XP_004933732.1
BGIBMGA002952	XP_012549963.1
BGIBMGA003689	XP_004930300.1
BGIBMGA004805	XP_012553141.1
BGIBMGA002119	XP_012551423.1
BGIBMGA006793	XP_004930536.1
BGIBMGA003313	XP_004923049.1
BGIBMGA008791	XP_004926735.1
BGIBMGA012853	XP_004928896.1
BGIBMGA008168	XP_004923768.1
BGIBMGA014162	NP_001184180.1
BGIBMGA000539	NP_001093306.1
BGIBMGA011662	XP_012550484.1
BGIBMGA011634	XP_012550535.1
BGIBMGA012907	XP_004928836.1
BGIBMGA001453	XP_012548861.1
BGIBMGA001255	XP_012547340.1
BGIBMGA006203	XP_012548359.1
BGIBMGA006778	XP_004930525.1
BGIBMGA002724	XP_012551117.1
BGIBMGA012074	XP_012551598.1
BGIBMGA007250	XP_012546549.1
BGIBMGA013165	XP_012552426.1
BGIBMGA004690	XP_004926531.2
BGIBMGA004860	XP_004923421.1
BGIBMGA014163	NP_001184180.1
BGIBMGA004022	NP_001036916.1
BGIBMGA010248	XP_004931345.1
BGIBMGA012289	XP_004933140.1
BGIBMGA001337	NP_001243993.1
BGIBMGA006826	NP_001166627.1
BGIBMGA002638	XP_012551131.1
BGIBMGA005187	XP_004926806.1
BGIBMGA008930	XP_004931696.1
BGIBMGA011746	NP_001037582.1
BGIBMGA012756	XP_012548289.1
BGIBMGA012443	XP_012545343.1
BGIBMGA007409	NP_001243918.1
BGIBMGA001472	XP_004929623.2
BGIBMGA002959	XP_012550064.1
BGIBMGA002682	XP_012551087.1
BGIBMGA000055	XP_004926139.1
BGIBMGA006323	XP_004923553.1
BGIBMGA009883	XP_012553370.1
BGIBMGA006833	XP_004924822.1
BGIBMGA003790	XP_004925846.1
BGIBMGA010416	XP_004929457.1
BGIBMGA005037	XP_004921861.1
BGIBMGA003607	XP_004930020.1
BGIBMGA014422	XP_012546994.1
BGIBMGA011615	NP_001037009.1
BGIBMGA007680	XP_012547771.1
BGIBMGA013085	XP_004929002.1
BGIBMGA005351	XP_012550914.1
BGIBMGA002390	XP_012550131.1
BGIBMGA009662	XP_004933367.2
BGIBMGA010162	XP_004931298.1
BGIBMGA011344	NP_001037351.1
BGIBMGA007961	XP_004928692.1
BGIBMGA000418	NP_001037426.1
BGIBMGA004788	XP_004923392.2
BGIBMGA011650	XP_004931551.1
BGIBMGA009083	XP_012544326.1
BGIBMGA009986	XP_004926451.1
BGIBMGA012029	NP_001040283.1
BGIBMGA009037	XP_012550549.1
BGIBMGA012888	XP_004928860.1
BGIBMGA006359	XP_004930618.1
BGIBMGA002197	XP_004924483.1
BGIBMGA006459	XP_012549659.1
BGIBMGA007828	XP_004928543.1
BGIBMGA002981	NP_001037108.1
BGIBMGA001128	XP_012547143.1
BGIBMGA012780	XP_004931362.1
BGIBMGA006986	NP_001037225.1
BGIBMGA010560	XP_004929483.1
BGIBMGA004216	XP_004927289.1
BGIBMGA005747	XP_012543882.1
BGIBMGA011696	XP_004931487.1
BGIBMGA010586	XP_004929517.1
BGIBMGA007278	XP_012545590.1
BGIBMGA011983	XP_012544150.1
BGIBMGA007020	XP_012551246.1
BGIBMGA008409	XP_004928370.1
BGIBMGA006371	XP_004930597.1
BGIBMGA009797	XP_004933319.1
BGIBMGA006537	NP_001037183.1
BGIBMGA012902	XP_012548255.1
BGIBMGA002674	XP_004932439.2
BGIBMGA000649	XP_004929828.1
BGIBMGA012883	XP_012548158.1
BGIBMGA006915	XP_004923216.1
BGIBMGA001956	XP_004933495.2
BGIBMGA005546	XP_004922051.1
BGIBMGA011780	XP_004931479.1
BGIBMGA013227	XP_004922781.1
BGIBMGA002453	XP_004931104.1
BGIBMGA003890	XP_012544822.1
BGIBMGA003526	XP_012549284.1
BGIBMGA011181	XP_012549849.1
BGIBMGA006557	XP_012549495.1
BGIBMGA013070	XP_004928978.1
BGIBMGA009179	XP_012546811.1
BGIBMGA001750	XP_004922197.1
BGIBMGA012087	XP_012551584.1
BGIBMGA010885	XP_004924321.1
BGIBMGA013374	XP_012546206.1
BGIBMGA013967	XP_012552057.1
BGIBMGA012816	XP_012548260.1
BGIBMGA012661	XP_004926994.1
BGIBMGA009911	XP_004923672.1
BGIBMGA006254	XP_012553316.1
BGIBMGA008411	XP_012547462.1
BGIBMGA003589	XP_012549321.1
BGIBMGA008015	XP_012552713.1
BGIBMGA005940	XP_004929272.1
BGIBMGA008181	XP_012543770.1
BGIBMGA002909	XP_004921688.2
BGIBMGA004366	XP_004922592.1
BGIBMGA014237	XP_012545190.1
BGIBMGA009115	XP_004924436.1
BGIBMGA000658	XP_012549034.1
BGIBMGA002199	XP_004934365.2
BGIBMGA007468	XP_004926291.1
BGIBMGA005479	XP_012550996.1
BGIBMGA012917	XP_012548105.1
BGIBMGA014536	NP_001243928.1
BGIBMGA010448	XP_004929547.2
BGIBMGA011995	XP_012544163.1
BGIBMGA002561	XP_004932422.1
BGIBMGA010713	XP_012551712.1
BGIBMGA005216	NP_001040374.1
BGIBMGA008246	XP_004925947.1
BGIBMGA004147	XP_004924251.1
BGIBMGA013512	XP_012545870.1
BGIBMGA013941	XP_004933582.1
BGIBMGA000397	NP_001040127.1
BGIBMGA009842	XP_004923664.1
BGIBMGA008091	XP_004925664.1
BGIBMGA009246	XP_004922691.1
BGIBMGA003769	XP_012545541.1
BGIBMGA012387	XP_012545239.1
BGIBMGA002974	XP_004931084.1
BGIBMGA001497	XP_012548767.1
BGIBMGA008495	XP_004928265.1
BGIBMGA007149	XP_012544907.1
BGIBMGA010543	XP_004929573.1
BGIBMGA001525	XP_012548836.1
BGIBMGA007474	XP_004926295.1
BGIBMGA006312	XP_004923579.1
BGIBMGA009186	XP_004927506.1
BGIBMGA008981	XP_004931740.1
BGIBMGA013918	XP_004933539.1
BGIBMGA010989	XP_004925501.2
BGIBMGA003648	XP_004930075.1
BGIBMGA010796	XP_004933020.1
BGIBMGA011033	XP_004921733.1
BGIBMGA005324	XP_004932188.1
BGIBMGA009601	XP_012545945.1
BGIBMGA012420	XP_012545356.1
BGIBMGA003013	XP_012550046.1
BGIBMGA009393	NP_001037488.1
BGIBMGA009144	XP_004926026.1
BGIBMGA009178	XP_004927325.1
BGIBMGA001935	XP_004933416.1
BGIBMGA000911	XP_004928074.2
BGIBMGA008062	XP_012552726.1
BGIBMGA009045	XP_012544301.1
BGIBMGA007667	XP_012548031.1
BGIBMGA011266	NP_001106747.2
BGIBMGA008436	XP_012547610.1
BGIBMGA012682	XP_004924791.1
BGIBMGA003087	XP_012550080.1
BGIBMGA007273	XP_004925861.1
BGIBMGA009969	XP_004926437.1
BGIBMGA011261	XP_004930728.1
BGIBMGA006272	NP_001128675.1
BGIBMGA011385	XP_012549861.1
BGIBMGA004891	NP_001040510.1
BGIBMGA012782	XP_004928993.2
BGIBMGA012563	XP_004925206.1
BGIBMGA007786	XP_004928488.1
BGIBMGA005640	XP_004921975.1
BGIBMGA006180	XP_004929234.1
BGIBMGA009863	XP_012553377.1
BGIBMGA004474	XP_004922565.1
BGIBMGA003491	XP_004930312.1
BGIBMGA004540	NP_001036984.1
BGIBMGA010415	XP_012548564.1
BGIBMGA014160	NP_001184180.1
BGIBMGA012930	XP_012548109.1
BGIBMGA013488	XP_012545867.1
BGIBMGA005455	NP_001093285.1
BGIBMGA012686	XP_004924787.1
BGIBMGA005057	XP_004921835.1
BGIBMGA005843	XP_004926943.1
BGIBMGA006860	XP_004924843.1
BGIBMGA013131	XP_004926879.1
BGIBMGA007528	XP_004924697.1
BGIBMGA006171	XP_012548376.1
BGIBMGA010000	XP_012546895.1
BGIBMGA008133	XP_012543786.1
BGIBMGA004186	XP_012544178.1
BGIBMGA004249	XP_012546750.1
BGIBMGA002542	NP_001036885.1
BGIBMGA010228	XP_004931322.1
BGIBMGA011540	XP_012551384.1
BGIBMGA010173	XP_004931275.1
BGIBMGA012678	XP_012544633.1
BGIBMGA009467	XP_012552682.1
BGIBMGA012954	XP_004928867.1
BGIBMGA012825	XP_012548161.1
BGIBMGA011579	XP_012551334.1
BGIBMGA009231	XP_012551425.1
BGIBMGA013809	XP_012544267.1
BGIBMGA010512	XP_004929543.1
BGIBMGA007955	XP_004928684.1
BGIBMGA005614	XP_004922032.1
BGIBMGA009530	NP_001036874.1
BGIBMGA001907	XP_004933384.1
BGIBMGA013379	XP_012553331.1
BGIBMGA012240	XP_012551747.1
BGIBMGA014140	XP_012545810.1
BGIBMGA009026	XP_004931863.2
BGIBMGA010061	XP_004923288.1
BGIBMGA007353	XP_012543946.1
BGIBMGA007829	XP_004928543.1
BGIBMGA010865	XP_004924324.1
BGIBMGA005598	XP_012546481.1
BGIBMGA007520	XP_012544554.1
BGIBMGA011219	XP_004930759.1
BGIBMGA011177	XP_004930864.2
BGIBMGA008857	NP_001037051.1
BGIBMGA000635	XP_012548957.1
BGIBMGA002950	XP_012549961.1
BGIBMGA014212	XP_012552657.1
BGIBMGA002810	NP_001036969.1
BGIBMGA000678	XP_012548912.1
BGIBMGA004014	XP_004922410.1
BGIBMGA010562	XP_004929485.1
BGIBMGA013857	XP_004924342.1
BGIBMGA009191	XP_012546938.1
BGIBMGA011488	XP_004932639.1
BGIBMGA004042	XP_012549355.1
BGIBMGA009532	XP_004922853.1
BGIBMGA002917	XP_004921623.1
BGIBMGA013630	XP_004925301.2
BGIBMGA001770	XP_012547472.1
BGIBMGA008328	XP_012547580.1
BGIBMGA000287	XP_004931955.1
BGIBMGA004995	XP_012544396.1
BGIBMGA006619	XP_004930384.1
BGIBMGA002457	XP_004931115.1
BGIBMGA012162	XP_012544977.1
BGIBMGA014618	NP_001037396.1
BGIBMGA002203	XP_012546396.1
BGIBMGA009435	XP_012546827.1
BGIBMGA000640	NP_001106220.1
BGIBMGA012331	XP_012551733.1
BGIBMGA003154	XP_012549972.1
BGIBMGA008032	XP_012552722.1
BGIBMGA008617	XP_012546615.1
BGIBMGA008799	XP_004926742.1
BGIBMGA013666	XP_004926951.1
BGIBMGA013451	XP_004926598.1
BGIBMGA000143	XP_004923152.1
BGIBMGA004183	XP_012544176.1
BGIBMGA013735	XP_012547088.1
BGIBMGA011426	XP_004932709.2
BGIBMGA012742	XP_012545622.1
BGIBMGA000668	NP_001040504.1
BGIBMGA001502	NP_001177770.1
BGIBMGA002715	XP_004932399.1
BGIBMGA014183	XP_012545807.1
BGIBMGA009306	XP_012543825.1
BGIBMGA003369	XP_004923070.1
BGIBMGA001892	XP_012551944.1
BGIBMGA007585	NP_001037598.1
BGIBMGA003132	XP_004930911.1
BGIBMGA012035	XP_012551613.1
BGIBMGA011871	XP_012550491.1
BGIBMGA008992	NP_001040349.1
BGIBMGA014068	XP_012552161.1
BGIBMGA013887	XP_012552069.1
BGIBMGA011308	NP_001037672.1
BGIBMGA005068	XP_004921818.1
BGIBMGA006686	XP_012549386.1
BGIBMGA010204	NP_001128386.1
BGIBMGA002506	NP_001127722.1
BGIBMGA005745	XP_012543885.1
BGIBMGA000413	XP_012546687.1
BGIBMGA006148	XP_012548351.1
BGIBMGA010689	XP_004927251.1
BGIBMGA000803	XP_004925720.1
BGIBMGA011680	XP_012550530.1
BGIBMGA013690	NP_001182630.1
BGIBMGA000046	XP_004926136.1
BGIBMGA013176	XP_012551875.1
BGIBMGA004554	XP_012553223.1
BGIBMGA001468	XP_012548795.1
BGIBMGA012234	XP_004933227.2
BGIBMGA012177	XP_012544951.1
BGIBMGA014592	XP_004933907.1
BGIBMGA005610	XP_004927726.2
BGIBMGA004467	XP_012550844.1
BGIBMGA010320	NP_001166631.1
BGIBMGA003260	XP_004924992.1
BGIBMGA005536	XP_012545989.1
BGIBMGA012580	XP_004926215.1
BGIBMGA004751	XP_012544077.1
BGIBMGA008969	XP_004931836.2
BGIBMGA004714	XP_012546113.1
BGIBMGA010182	XP_012550316.1
BGIBMGA006925	XP_012552976.1
BGIBMGA014316	NP_001108341.1
BGIBMGA007310	NP_001243920.1
BGIBMGA012736	XP_012545598.1
BGIBMGA003356	XP_004922994.1
BGIBMGA003329	XP_012552798.1
BGIBMGA013803	NP_001093312.1
BGIBMGA007111	XP_004932559.1
BGIBMGA002360	NP_001040373.1
BGIBMGA005223	XP_012546164.1
BGIBMGA003317	XP_004923045.1
BGIBMGA008414	XP_012547675.1
BGIBMGA012761	XP_004929017.1
BGIBMGA008321	XP_012547498.1
BGIBMGA002650	NP_001040133.1
BGIBMGA008557	XP_004928345.1
BGIBMGA004750	XP_012544077.1
BGIBMGA005692	XP_012545508.1
BGIBMGA002108	XP_012551524.1
BGIBMGA002321	XP_012546976.1
BGIBMGA005847	NP_001106736.1
BGIBMGA000938	XP_004927866.1
BGIBMGA008716	XP_012545503.1
BGIBMGA009606	NP_001124369.1
BGIBMGA014258	XP_012545207.1
BGIBMGA000173	NP_001166968.1
BGIBMGA008100	XP_004925659.1
BGIBMGA008378	XP_012547561.1
BGIBMGA006386	NP_001107631.1
BGIBMGA004906	XP_004924568.2
BGIBMGA008732	XP_004927472.1
BGIBMGA001386	NP_001040268.1
BGIBMGA010744	XP_004933026.1
BGIBMGA010322	XP_004926568.1
BGIBMGA012494	XP_004924018.1
BGIBMGA002537	XP_012550213.1
BGIBMGA005865	XP_004926927.1
BGIBMGA003927	NP_001171913.1
BGIBMGA001772	XP_012548106.1
BGIBMGA009318	XP_012543830.1
BGIBMGA003783	XP_012545543.1
BGIBMGA010832	XP_004933055.2
BGIBMGA006627	XP_004930379.1
BGIBMGA013394	XP_012553327.1
BGIBMGA002327	XP_012546589.1
BGIBMGA009109	XP_004924422.1
BGIBMGA009935	XP_012546617.1
BGIBMGA001010	XP_012547349.1
BGIBMGA008459	XP_012547541.1
BGIBMGA007867	XP_012547982.1
BGIBMGA010986	XP_012545256.1
BGIBMGA008860	XP_012550567.1
BGIBMGA007880	XP_012548027.1
BGIBMGA003425	XP_004923046.1
BGIBMGA006450	XP_012549598.1
BGIBMGA009496	XP_004922824.1
BGIBMGA007018	XP_004932506.1
BGIBMGA006248	XP_012545399.1
BGIBMGA011495	NP_001036829.2
BGIBMGA004960	XP_012544387.1
BGIBMGA008782	XP_012546289.1
BGIBMGA006019	XP_004929343.2
BGIBMGA005311	XP_012550907.1
BGIBMGA013795	XP_012553148.1
BGIBMGA010473	XP_004929532.1
BGIBMGA014264	XP_012545199.1
BGIBMGA006734	XP_004930405.1
BGIBMGA011854	XP_012550443.1
BGIBMGA005194	XP_012546363.1
BGIBMGA012179	XP_012545005.1
BGIBMGA013691	XP_004933707.2
BGIBMGA007716	NP_001040105.1
BGIBMGA001938	XP_012552001.1
BGIBMGA010363	XP_012548657.1
BGIBMGA012185	XP_012544956.1
BGIBMGA013393	XP_004923288.1
BGIBMGA007607	XP_012547806.1
BGIBMGA005702	XP_004927204.1
BGIBMGA001066	NP_001129363.1
BGIBMGA008448	XP_012547652.1
BGIBMGA001332	XP_012552221.1
BGIBMGA008895	XP_012550686.1
BGIBMGA006360	XP_004930616.1
BGIBMGA003147	XP_004931064.1
BGIBMGA002660	XP_004932336.1
BGIBMGA009139	XP_004926025.1
BGIBMGA003106	XP_004931047.2
BGIBMGA002963	NP_001245291.1
BGIBMGA012411	XP_004925635.2
BGIBMGA010755	XP_012551638.1
BGIBMGA001970	XP_004933458.1
BGIBMGA007340	XP_004923971.2
BGIBMGA004313	XP_012545125.1
BGIBMGA006682	XP_004930345.1
BGIBMGA005317	XP_012550930.1
BGIBMGA009335	XP_004923839.2
BGIBMGA007122	XP_004931370.2
BGIBMGA003477	XP_012549308.1
BGIBMGA001731	XP_004922168.1
BGIBMGA012660	XP_012546519.1
BGIBMGA014505	XP_012552244.1
BGIBMGA000838	XP_004927987.2
BGIBMGA008379	XP_004928193.1
BGIBMGA005501	XP_004932218.1
BGIBMGA002387	XP_012550131.1
BGIBMGA013980	XP_004933999.1
BGIBMGA001073	XP_012547226.1
BGIBMGA013486	XP_012545888.1
BGIBMGA006759	XP_012549396.1
BGIBMGA008108	XP_012552279.1
BGIBMGA012109	XP_004932991.2
BGIBMGA001036	XP_012547401.1
BGIBMGA009537	XP_012546781.1
BGIBMGA000026	XP_004926102.1
BGIBMGA007769	XP_004927667.2
BGIBMGA012447	XP_012545349.1
BGIBMGA003731	XP_012549172.1
BGIBMGA011490	XP_012551375.1
BGIBMGA007476	XP_004926325.1
BGIBMGA001820	XP_004922357.1
BGIBMGA012355	XP_004933189.1
BGIBMGA009066	XP_004924410.1
BGIBMGA007870	XP_012547789.1
BGIBMGA014546	XP_004933770.2
BGIBMGA004223	XP_004927280.1
BGIBMGA010949	XP_012544603.1
BGIBMGA003335	XP_004923023.1
BGIBMGA003577	XP_004930035.1
BGIBMGA005070	XP_004921812.1
BGIBMGA004121	XP_012549579.1
BGIBMGA003945	XP_012546020.1
BGIBMGA012537	NP_001091811.1
BGIBMGA008422	XP_004928152.1
BGIBMGA002469	XP_012550120.1
BGIBMGA005791	XP_012543917.1
BGIBMGA007737	XP_012547919.1
BGIBMGA013120	NP_001041679.1
BGIBMGA011686	XP_004931500.1
BGIBMGA011188	XP_012549862.1
BGIBMGA010455	XP_004929429.1
BGIBMGA007464	XP_004926322.2
BGIBMGA009267	XP_012551248.1
BGIBMGA010684	XP_004925574.1
BGIBMGA008269	XP_012545640.1
BGIBMGA000505	XP_004929918.1
BGIBMGA012113	XP_004932994.1
BGIBMGA004436	XP_004922520.1
BGIBMGA009578	XP_004926349.1
BGIBMGA014161	NP_001184180.1
BGIBMGA005980	XP_012548393.1
BGIBMGA006205	XP_012548414.1
BGIBMGA006484	XP_004930653.2
BGIBMGA007264	XP_004925879.1
BGIBMGA001927	XP_012551930.1
BGIBMGA004574	XP_012553255.1
BGIBMGA011898	XP_012544141.1
BGIBMGA008335	XP_004928288.1
BGIBMGA006405	XP_004930561.1
BGIBMGA002342	XP_004922106.1
BGIBMGA008916	XP_004931722.1
BGIBMGA006724	NP_001036921.1
BGIBMGA003690	XP_012549148.1
BGIBMGA006282	XP_004923541.1
BGIBMGA012915	XP_012548194.1
BGIBMGA000258	NP_001166655.1
BGIBMGA005459	XP_004932136.1
BGIBMGA013747	XP_012553428.1
BGIBMGA013945	NP_001119724.1
BGIBMGA000881	XP_012547201.1
BGIBMGA006342	XP_012553287.1
BGIBMGA004346	XP_004933641.1
BGIBMGA000064	NP_001040464.1
BGIBMGA005286	XP_004932252.1
BGIBMGA010466	XP_012548553.1
BGIBMGA009137	XP_012545717.1
BGIBMGA013289	XP_012544775.1
BGIBMGA007480	XP_004926299.1
BGIBMGA008632	XP_004927105.1
BGIBMGA007254	XP_012545566.1
BGIBMGA006276	XP_012547419.1
BGIBMGA012506	XP_004924044.1
BGIBMGA002767	NP_001037049.1
BGIBMGA009204	XP_004922688.1
BGIBMGA010157	XP_012550332.1
BGIBMGA001154	NP_001161185.1
BGIBMGA010237	XP_012550331.1
BGIBMGA008138	XP_012543785.1
BGIBMGA012571	NP_001040389.1
BGIBMGA014585	XP_012552358.1
BGIBMGA010362	XP_012548649.1
BGIBMGA010386	XP_012548573.1
BGIBMGA012924	XP_004928834.1
BGIBMGA009702	XP_012551817.1
BGIBMGA005645	XP_004921978.1
BGIBMGA005473	XP_012550859.1
BGIBMGA007041	XP_012551268.1
BGIBMGA009030	XP_012550601.1
BGIBMGA001590	XP_012548851.1
BGIBMGA000044	NP_001136223.1
BGIBMGA012591	XP_004926205.1
BGIBMGA001327	XP_012546659.1
BGIBMGA007102	XP_012551221.1
BGIBMGA012680	XP_004924796.1
BGIBMGA002672	XP_012551152.1
BGIBMGA005202	XP_012546341.1
BGIBMGA004955	NP_001139705.1
BGIBMGA006375	XP_004930594.1
BGIBMGA007838	XP_012547733.1
BGIBMGA011459	NP_001153663.1
BGIBMGA014245	XP_004925373.1
BGIBMGA001081	XP_004927989.1
BGIBMGA003066	NP_001106738.1
BGIBMGA008214	XP_012546375.1
BGIBMGA012474	XP_004924020.1
BGIBMGA001937	XP_012552003.1
BGIBMGA007853	XP_012547964.1
BGIBMGA007797	XP_012547772.1
BGIBMGA008777	XP_012546301.1
BGIBMGA000004	NP_001268825.1
BGIBMGA012789	XP_012548268.1
BGIBMGA012407	XP_004927548.1
BGIBMGA002603	XP_004932375.1
BGIBMGA000651	XP_012549083.1
BGIBMGA010062	XP_004923289.1
BGIBMGA013563	XP_012546536.1
BGIBMGA012611	NP_001037496.1
BGIBMGA007079	XP_012551201.1
BGIBMGA001085	XP_012547133.1
BGIBMGA004849	XP_004923356.1
BGIBMGA006164	XP_004929221.1
BGIBMGA000013	XP_004926112.1
BGIBMGA012442	XP_012545343.1
BGIBMGA000659	XP_012548909.1
BGIBMGA000277	NP_001166675.1
BGIBMGA012292	XP_012551785.1
BGIBMGA005669	XP_004922052.1
BGIBMGA007185	XP_012544900.1
BGIBMGA002926	XP_012550536.1
BGIBMGA007755	XP_004928477.1
BGIBMGA001093	XP_004927741.1
BGIBMGA006319	NP_001091815.1
BGIBMGA003869	XP_012544787.1
BGIBMGA008271	XP_004925951.1
BGIBMGA011568	XP_004932679.1
BGIBMGA004463	NP_001119728.1
BGIBMGA011031	XP_004921734.1
BGIBMGA004541	NP_001037038.1
BGIBMGA012360	XP_012551741.1
BGIBMGA006772	XP_004930447.1
BGIBMGA002519	XP_012550225.1
BGIBMGA014033	XP_012546902.1
BGIBMGA000408	XP_012550710.1
BGIBMGA010205	XP_012550301.1
BGIBMGA012996	XP_012548164.1
BGIBMGA000382	XP_012550713.1
BGIBMGA003170	XP_004930962.1
BGIBMGA011041	XP_012543809.1
BGIBMGA007990	XP_004922965.1
BGIBMGA003907	XP_012546250.1
BGIBMGA009312	XP_012543815.1
BGIBMGA006727	XP_004930392.1
BGIBMGA003300	NP_001040153.1
BGIBMGA002417	XP_004931153.1
BGIBMGA004165	NP_001163865.1
BGIBMGA005505	XP_012550950.1
BGIBMGA002622	XP_012551084.1
BGIBMGA007871	XP_012547789.1
BGIBMGA012066	XP_004932979.2
BGIBMGA007622	XP_004928688.1
BGIBMGA012568	XP_004925210.1
BGIBMGA003852	XP_012544790.1
BGIBMGA007835	XP_012547860.1
BGIBMGA013452	XP_004926596.1
BGIBMGA004032	NP_001127718.1
BGIBMGA009116	NP_001268821.1
BGIBMGA004198	XP_004924244.1
BGIBMGA010103	XP_004931382.1
BGIBMGA006184	XP_012548318.1
BGIBMGA003592	NP_001040253.1
BGIBMGA013875	XP_012544278.1
BGIBMGA002711	XP_012551067.1
BGIBMGA011339	XP_012549759.1
BGIBMGA012217	XP_012546886.1
BGIBMGA008815	XP_004926654.1
BGIBMGA005928	NP_001037241.1
BGIBMGA004103	NP_001091767.1
BGIBMGA000050	XP_004926121.1
BGIBMGA005417	NP_001098700.1
BGIBMGA008205	NP_001037081.1
BGIBMGA006866	XP_012544706.1
BGIBMGA009150	XP_004926029.1
BGIBMGA005043	XP_004921854.1
BGIBMGA010676	XP_004925565.1
BGIBMGA009776	NP_001166773.1
BGIBMGA010926	XP_012544596.1
BGIBMGA013361	XP_012550112.1
BGIBMGA002074	XP_004932775.1
BGIBMGA004729	XP_004927079.1
BGIBMGA012971	XP_004929064.2
BGIBMGA006105	XP_004929158.1
BGIBMGA003137	XP_004930921.1
BGIBMGA010907	XP_004933863.1
BGIBMGA003331	XP_004923091.2
BGIBMGA007279	XP_004925899.1
BGIBMGA007365	XP_012552075.1
BGIBMGA009310	XP_004923824.2
BGIBMGA000508	XP_012548926.1
BGIBMGA009468	XP_004922821.1
BGIBMGA009323	XP_012543844.1
BGIBMGA013733	XP_012547089.1
BGIBMGA012597	XP_012545827.1
BGIBMGA011763	XP_004931464.1
BGIBMGA014244	XP_012545182.1
BGIBMGA003343	XP_004923010.1
BGIBMGA010823	XP_004933047.1
BGIBMGA003636	XP_004930268.1
BGIBMGA000948	XP_012547117.1
BGIBMGA010472	XP_004929533.2
BGIBMGA000309	XP_012550733.1
BGIBMGA006000	XP_012548437.1
BGIBMGA009303	XP_004933874.1
BGIBMGA000294	XP_012550751.1
BGIBMGA012301	XP_004933125.1
BGIBMGA011938	XP_004924158.1
BGIBMGA011690	XP_004931496.1
BGIBMGA008267	XP_012545631.1
BGIBMGA011491	XP_004932635.1
BGIBMGA001767	XP_004922212.1
BGIBMGA001434	XP_012548778.1
BGIBMGA003537	XP_004930081.1
BGIBMGA004002	XP_004922439.1
BGIBMGA012008	XP_004927178.1
BGIBMGA008252	XP_012545630.1
BGIBMGA012009	XP_004927177.1
BGIBMGA014429	XP_004927691.2
BGIBMGA011878	XP_004931610.1
BGIBMGA001240	XP_012547159.1
BGIBMGA000404	XP_004931929.1
BGIBMGA002514	XP_012550113.1
BGIBMGA003686	NP_001093307.1
BGIBMGA004704	XP_004926515.2
BGIBMGA002848	XP_004921555.1
BGIBMGA001868	XP_004933437.1
BGIBMGA006191	XP_004929252.1
BGIBMGA012080	XP_012551550.1
BGIBMGA004495	XP_004922589.1
BGIBMGA008883	XP_004931851.2
BGIBMGA001786	XP_012548426.1
BGIBMGA007312	NP_001037029.1
BGIBMGA003266	XP_004924994.1
BGIBMGA000483	XP_012548993.1
BGIBMGA006474	XP_012549580.1
BGIBMGA001682	XP_012548663.1
BGIBMGA006766	NP_001037331.2
BGIBMGA002490	XP_012550172.1
BGIBMGA000804	NP_001091814.1
BGIBMGA006050	XP_012548342.1
BGIBMGA014551	NP_001036883.1
BGIBMGA004056	XP_004922368.1
BGIBMGA005164	XP_012545398.1
BGIBMGA000719	XP_012548927.1
BGIBMGA002435	XP_012550152.1
BGIBMGA005968	XP_012548355.1
BGIBMGA011178	NP_001188362.1
BGIBMGA008730	XP_012545515.1
BGIBMGA010341	NP_001166632.1
BGIBMGA007172	XP_012544935.1
BGIBMGA013700	XP_012545978.1
BGIBMGA000015	XP_004926110.1
BGIBMGA005030	XP_012545358.1
BGIBMGA013432	XP_012546188.1
BGIBMGA003163	XP_012549920.1
BGIBMGA003801	XP_004925851.2
